id,title,company,location,salary,job_type,link,description,scraped_date,created_at
150,Customer Care Advisor (Remote & Part-Time),Mountain Equipment Company,"Remote in Vancouver, BC V5T 4T5",$19.18–$20.18 an hour,Part-time,https://ca.indeed.com/rc/clk?jk=4196acc9375d6637&bb=s7j5azeqxAW1x1692WYSs-k6ndTOTNHXV9rnHoZblGSYe1GPgwEURgSQi2L1ccKuUrrcH1oPN1C9gxT5UDuJq6iFsuuRB2maJNSO7Z5tL3K-TEP97C6aLgCOJ2TgmNh5&xkcb=SoCE67M3rHrlDpzSw50abzkdCdPP&fccid=afef61d681c808a6&vjs=3,Description snippet not available,2025-10-22 21:29:45,2025-10-23 03:29:45
212,"Billposter, General Helper, Astral Media",Bell,"Toronto, ON",Salary not specified,Full-time,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CULRPLcJG3P5GX5ofzsfTxcTt8d23SnGP07z6uUyizPwTehpnmEPjahLbCDs5sQrUeIH9naJ-3FpIBhEsvaAOBOqb95AqSMiZBLwbr4ILtCwe9DqpRKLwNtMAnYJ1WZfDpjoClVGpLJd4xDe6HqhVtBhZWdQZth9cwmeZayscs4eRQAyCBLvFriwsbPdYHTzlTyblgFJ32f7vMJiYDtxVYs9Qhii_UTiktWeVSIE01bpRZUz1ybn1tElnPMKd6S2lSfPj6zoi_6Wem3Wn7aujrjFMOV0vUD0Ki1UCr-pCSSobCtFeP_FynskJyToZby--t0FMh6_JJgWr6IMckGWKH40kWbvEe-3251bt6yA68pGtbp5KBHXq0Yf5LTK0sYlcbNkXyyy8W1kmMRvGa64z3l7BtwCyMmcktmecIimqnF9ZjJURZWiwHj3N_Vpj1vkbn6pPuZACNp9NbeE1cOtAMLKa6Wky91-IeQ9KEpD79pIcjqYwhGdXBwdZzAOC-N-EuW1SnoD0O5HoPdnZ3qgOsm1L4TFnfwwPVoijvfs9ZNeuJSz8lK4cTIDY4jCFv4GXeCFb2CD2d6kjHTheYAQcSgbdAnqWoAh8MTxi-M8TG4_aKulPaGDYJy_EoVqXUwBYhUyRssypsMkbWz4IwBFDyGSt5rZwsRCiE3UWPGspBL7OsJpxtd45D1OIovEkcSEvFW3D-fWMfA2SzOlJ6tlkfnEf6E7-SD7L-FDX0GiXzhxwXZ--Xq87w&xkcb=SoDQ6_M3rHri2oSg8R0KbzkdCdPP&camk=ethIe0s0hedSUe9lGpq-DQ==&p=1&fvj=0&vjs=3,Description snippet not available,2025-10-22 21:29:55,2025-10-23 03:30:03
213,Commis d'entrepôt,Motovan Inc,"Boucherville, QC",From $20.10 an hour,Full-time,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DEMcHEoLGMVN-RhqLEUt4UNAjwSrtshnBs5TocNddeCrbLi67DReHGCWN_7XwbEFrFjgG8B3qtaVTmjLfBdrQfpc9AlWc6fPu2BhV6hSBq-DuXoVMsYTrEy7-hxP2cDhm101HbDu7ktfGV1BaLrcDYxIdvhil0lS_a3MTVj6381CrkZbIIXaPAUW1hT9miJo8nRlxk4p1QFh6s-gvB7zuglWCmOrLLqz3VId6tFyuI-WS2VJrJ_aAZiDVxU16wygby_WBxYq3l0u9rKsDWIuS9jbK9268rBLnyFIFc0-qyKoQgxw65Wd2zdccBNifNOUtOEuC3VNC49ructHJ0EmXVxh3t2zXdHdOO5d7oFBJAejpyhPRqwUt477Ef77m7uoPLAx6_yp8V6eFyhIppiLPvOo5eK-jFv0FAz61Kgdsb3iFr8CFHu7itsQV3rt6VjlIxan_28Vze86Ss0gLlufNwGEiy0cy_4rUcWp_L-PP-bsW3tKLfbQd1INgFDCw9BBdaKPC73vVJlFdG4-Ddp83Ykgt4dklLB8FrCiYtPQZ-B2BPzw60MV18BhN9rCOyAOj5fQ8Qx_pdXmVSEKj_bUafrASob0P7ZjCTZfOMIfpOYT3TNIA-NlRYTz_uPSfsNRpYGTJ2NyYcUg==&xkcb=SoBN6_M3rHri2oSg8R0JbzkdCdPP&camk=G42KULXkIwPMI4SoTQ6gBg==&p=2&fvj=0&vjs=3,Description snippet not available,2025-10-22 21:29:55,2025-10-23 03:30:03
214,Customer Service/Inside Sales Representative,TCA Consulting Group,Remote,Salary not specified,Remote,https://ca.indeed.com/rc/clk?jk=7be40a28a53b086a&bb=YMOtnADRCnucoFuPuNzEpChjnSaopayqVfBjlBTWiAV8N4pCOl5cQApTkRbYkDAIggOmg58E3iQKotrPibh4hWTNgNtSTvcNhRMtt7VL77VkXEHqwR7EaRlgCAizrAYI&xkcb=SoAN67M3rHri2oSg8R0IbzkdCdPP&fccid=43a402575786124f&cmp=TCA-Consulting-Group&ti=Customer+Service%2Fsales+Representative&vjs=3,Description snippet not available,2025-10-22 21:29:56,2025-10-23 03:30:03
216,Magasinier Entrepôt de Forage,Forage Andre Roy,"Saint-Rémi, QC",Salary not specified,Full-time,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ATehPl9X0MJcnK13R-TRY-fnob691432Z5W4Vfsyx3lWDUEj_4N_4kPmutcfA46rVR7KMDR7suPTtdlrSpgnTF_4gI4wlItnu0gndZ1pbTGAgIr7KUnpaigfgUfNzVZ2ciunCSCwAGvP0U8NxDC_8L9Z06UTZql960LauImJEv9rEPoM530ROGFnwCar5ufaH1iTI3MJ0jTqyYQzaIQ_UGqBdbvTE3dKeRF9Ws6dx8aMsO-savQT8eH1akU-yio38j83CO0qZlAGr--BYlWopDyTcF7rf2pcwnJgIYZ6UMWyJ9QTm4IvI94RjS2m_k05oM8kHenMZOyj471WRHpaXmlD7wMeYjTGXR68xlv1_ITTTwPlK0JAxn_dSKD7B9xeg43mdNzn3_giUGaH9C9sRtP3a848nl7KAiLfWX04VPdS4FXEBgiY0ZJbToUUYhmG5yZAkUyN5doHt3uRUXb0yJlYnT7eueAHv8PRrKxxXMHJ_BWNh6l-5Y247cw5C2V4AX8ezo5REISd9D-xcm9MF2sImJSzed4oNclRFKhBbMl0E8oOsxvxh1H7G0gU4wUfIS2wZ8hIuTQCXTm45LRpJfbS3Z6hB-NvHvkrc1HDClRK_BhG3i650XDKqqzQMxIMSHeYfTMuhKo6XTsj7T46QMEBzWP_FQAEQHmfTmqm-QHpy954qJZ4Ng7fWpO4htFm8=&xkcb=SoDD6_M3rHri2oSg8R0ObzkdCdPP&camk=UoKtGZLa3XI94uGntUdfjg==&p=5&fvj=0&vjs=3,Description snippet not available,2025-10-22 21:29:58,2025-10-23 03:30:03
217,Plongeur/ Plongeuse,Ben & Florentine Granby,"Granby, QC",$16.10–$19.00 an hour,Part-time,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AtFyd66_qHLoxCapfB088Pl17IkAYaooxqFdK9TpCn-xbtJPJSmeejteD5uVYTnfeAN0lWghChQCvDr-tkEHlzvQNxA6IYMNXj0DH7GXPghkHOjKKgOFYDFdRFal5Dq75DYhTVn__KlwON7y3pnT2liLqRlCRI5_TErTeciY47BE8rcQcUG5ITkbFWj4po4w_BjmLASxAQ9giIDQFkvP9BroeK0_DPFmvowooq7cCA-SOF_I0kFW-cBb46mURMf9eDscfoCMtWRyzYD2O78n4v-edK5TtiL-iat2d9yy16vWXjyKwJYORjqKjsnOUk4AG9yajKPipe17418ZbhZjHQg0pi_JgO1bChqYg1lNp5OBASdWtjTHZTOiG2HpmxF0W3_-rqTIkgB34ZhgcEDSl3K7g1bSiZyGH8I7nXB41obLd4xaZwo0qaxJFgxXQshAmLXoDasP4SSSb-jl9FpvQh0SWGi0JF9spjTK8f1muJ7SjVCvTGiMSs6Pn3jBTpcfMxEqM1EUULUXITeCP-5rVNAv7183C71_xgea1lXwkFDTxZi4N3GD3ASUgACz0KJD6H3sXB2Lxvx32XLbgcC_P63dRun2X1RIpYuwa2vQlYcv6w3_3xNRKnKCOIMnWTwx8=&xkcb=SoBe6_M3rHri2oSg8R0NbzkdCdPP&camk=ethIe0s0hefLZAYh3x8f5w==&p=6&fvj=0&vjs=3,Description snippet not available,2025-10-22 21:29:58,2025-10-23 03:30:03
219,general farm worker - harvesting,HCI Farms Indian Head Ltd,"Indian Head, SK",$24.49 an hour,Not specified,https://ca.indeed.com/rc/clk?jk=5515411010a78201&bb=YMOtnADRCnucoFuPuNzEpAya5kVmYH-yMCQjROtpGjgv8h18ihnU655MZX5D4aj1QuCek9corIndUfpk69xmvEy3Qmz3_j1i3HQRv59HBDei2VuNn9OYW73Nbi5-E19G&xkcb=SoD367M3rHri2oSg8R0DbzkdCdPP&fccid=920217aaed311321&vjs=3,Description snippet not available,2025-10-22 21:29:59,2025-10-23 03:30:03
222,greenhouse labourer,Bloomhouse Cannabis Co,"Lively, ON P3Y 1L2",$18 an hour,Not specified,https://ca.indeed.com/rc/clk?jk=4c207affa52e9cae&bb=YMOtnADRCnucoFuPuNzEpO0KR1K0OJtXbYOyBT2HIvvoMAGc0fobuvgx1PFhzsoIkWB9uI-_d98hTxkF0PCs9ODMn2c4MXFbgcVFEWpb7P_N0BOpLxbSY0N5XjzCwbb8&xkcb=SoBq67M3rHri2oSg8R0AbzkdCdPP&fccid=2902f9a823ef066e&vjs=3,Description snippet not available,2025-10-22 21:30:01,2025-10-23 03:30:03
223,SANAJIKSANUT - CORESHACK HELPER (FLY-IN FLY-OUT),Agnico-Eagle Mines Limited,"Rankin Inlet, NU",Salary not specified,Not specified,https://ca.indeed.com/rc/clk?jk=5a2cd7759e15c996&bb=YMOtnADRCnucoFuPuNzEpNY-XC0uy7xfHptgyQcE4BXr6E0zmbOwOFnYsnPcdiLTiD5SpTnzft_zVRjw3CXjlUqRcCBrARCk_sZRkHzyCYg4D5s8EdGKodKmEXWdDufZ&xkcb=SoDk67M3rHri2oSg8R0HbzkdCdPP&fccid=c8414427190b0070&vjs=3,Description snippet not available,2025-10-22 21:30:01,2025-10-23 03:30:03
224,Private English Tutor (ONLINE),Tiger Academy,Remote,$25–$40 an hour,Remote,https://ca.indeed.com/rc/clk?jk=f2012481272b6868&bb=YMOtnADRCnucoFuPuNzEpNvvZGQSTkqC6a-dPow-0YZR5shlNkJwkwSEggeW4mkdaQne5nkruiZDQZlSbUzbJtyRv4FCiALu8DtQw4brVR2YM8zprtc1FSQgxKMlDaQi&xkcb=SoBQ67M3rHri2oSg8R0GbzkdCdPP&fccid=572eaf27296e341b&cmp=HALLELUJAH-%28Beijing%29&ti=Tutor&vjs=3,Description snippet not available,2025-10-22 21:30:01,2025-10-23 03:30:03
225,Dishwasher,Freds - Kitsilano,"Vancouver, BC V6J 1M4",$17.85 an hour,Not specified,https://ca.indeed.com/rc/clk?jk=e1421464f7fc336b&bb=YMOtnADRCnucoFuPuNzEpM1PL9kGnBBfQWK1eNx_ISdNtRmhnVy6gJd3_XB9C9xzC9ovVBakPN2eHxNNWx4VFzbTFUW2JsToEFMnRjwPMeMTH3ExJ0pdUabkGH3VPo0f&xkcb=SoDN67M3rHri2oSg8R0FbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3,Description snippet not available,2025-10-22 21:30:03,2025-10-23 03:30:03
228,Office Assistant/Receptionist,Precision Services,"Massey, ON",$18–$23 an hour,Part-time,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D2T3OuF62L2-0wIEZFrcCHbD2u48rHcpcgV827XwVwtbFsqDqj4Xxl81UrvEdgY2RPZ-8rw4l10lJJz90eCmhWOIu2z1QnlZi3r9NrL-H15xrAfx8aFrg7PWwIFz_7Ww6IkRjrKbjt1qxQjYG3pJNg_xPpRSxeCWpO8mu0ZnF_HuS07TWpDUM7jpCuRPpTuI6YY9KbfqTJWVAH59hTOd6RHDTgcNfgu4eBBTt_E-7l0LZJ4YamuLR-iT2kuo3tuqUEQoIPywDwpu4M_0_zEJq-a1lmrc5K_Zu0nxIeR15Dxd2WdTxJv3xK7gpMUC4vM3igpOrHzeSsL046wnHYDyi5B0VnaMWMN0voVT2NaCcnY8KrSJs852OerZiX7-3rEwicCJ0fwY4byN9NyHQpE4FjidkN2XXZouV1A1uf-S3i5fCmnCJv4ttG3nTUYLa0X67W8dlMHiR3PjGGWjJQnuDFIuuyTsc8TXM3QBOFj-3oDMV6NcX2i1EAfQBneLaNXiq0ApgYuoFwDB9FvenXIqwx6suw82EISTzyhLvX2RS-K5D6zQe1n1niPESxuE-yxPUWRxV1mUUnXxejeEGAfIr9r6P3nelau6Ak4rahEuEXyYHukDtU9OlkcMUGm0edwJHBrhF6F02vS3_-w4IalLW6hYiSCiBFtxI=&xkcb=SoC46_M3rHu6sSwySh0JbzkdCdPP&camk=4HOcmqOLYrDYso2jagGrWw==&p=2&fvj=0&vjs=3,Description snippet not available,2025-10-22 21:57:26,2025-10-23 03:57:39
232,Assembleur,Thermafix,"Saint-Nazaire, QC",$26.92–$28.17 an hour,Full-time,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DWrgktzG39REtovnX72jteiQuCAfAxv3X0ZxllmzJ_D9LVoZ7_VWUeBWZoVOzcyiJ_a86jbMI2EviF0n_djon9Oog7nrYNI9sRO-ZKNn77lhIseYM_l3n16zamBfjLPvj-bRdWPMxL_62Ujp9gnE6qMaA7OER4_6q4yK8Ut8CsATXKDyRyP6-tF9k7B-YKjyXmZgalSjDlOSmzHzu464Y7jPhKhAAiGsYIolCmnpMQTNM33bxh6oOykjqiRMwiE_yL8JiKUw0rlB3Pb9FeKQ2TfkWH9wtlMbwn3fTB0koDl-ACHu-LiI68ljnNTgC-7xmpAVfYixyZQUiXE-KeNJWwYzheVYjpdZVOGU3Ipg4myTU9uLsUhob1K3OxOgl4_f_54KwUpsAy4oKzWgXIFH8ZGIXERNpNzBVBlYgFqKPAo4QrQ42vGt6Yz0RCtSW0cp1zjzJUuec2v9IhdovGyWYvg2MSimd7C9I6wKvbdBfC75mny3t5mpcvCNMLrO23H1a5OaZ_AHZo-Kdz_i6bLqobzzrAy6H9iKEfvXUfbCwZkScgH31chBAdkTX0JbKeE22POlBJedzO5MDycu-j-1fcoll6-iYxPAtrvMBpUkylsIOInh_lBJzugsW0XTTbD18=&xkcb=SoCr6_M3rHu6sSwySh0NbzkdCdPP&camk=ethIe0s0hefP26NpH-d_2Q==&p=6&fvj=0&vjs=3,Description snippet not available,2025-10-22 21:57:32,2025-10-23 03:57:39
233,Train Conductor,CPKC,"Kamloops, BC V2C 3L9",$224.65 a day,Full-time,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DE0TlGCUyT59J9S6XYJi8PVlJmtLBsU6BTeRR8-_eQvGtk7d0SPicbQT-QfUuJB05qRETdlifUFlE8RCVwEtcaJUZEodlhCYycvRcGi2VDTStc75L4P6eB1ifp2nkpltjLOb3q7swVAd8rDO8Q042WSp7WJHHDz6v9d953VeGxFu4QqtEMvNS8krbmS_i1PD3xUEQ3_KJnIpUxVK2MyJ8njDdsJhfh2a-hg_SnjcONMeJFZIOSuzd6qmtDaIsgncy6nYKn70n4h4m0bV_EqcYtRcvfBt8sU8yY2_6Az3fgDpTF_v2KXSFVJdWUVDkvYYrtxUmjFq0hGjcoGcCXvMlgJL6jAc1CwUu3BRG9kr-MEeCA7nbCnFREhw1JG3TLdO1NoA6bpgmcSLMN2FmpIwK1hApMb8Wh62gHF15MQL10pvVq1mt6HG900O70TsdYEvFs8RFLMkgrTav6vEEAImiyCzoX5pQBKVmPAYlQmdUG7EX6sqFpziYZ2aDv95h2cfpnB1KDoxvJz0XVppoTeaoEaX456QFWfhdcLBfWxJ9ySGeZ33k7Cpv0E-MHBimy58giuA-oXBsvhHffV6JqAsPKnftqhwvaRbymgx39bTC8Eyefou9r9ht17cx4Btt6PAtAT99MjZhECcgsOK52bGNj5Osw_2pj30QDr9wvWZCmGRF0CUy-mvOAmymnUcLmp9x1M-KzIR_7MaltLGeBrO2JFE3v44Y11LPjShoZ74n7uE_pg_8nytOc&xkcb=SoAf6_M3rHu6sSwySh0MbzkdCdPP&camk=ethIe0s0hectY4iGM_pHuA==&p=7&fvj=0&vjs=3,Typically responds within 7 days View similar jobs with this employer,2025-10-22 21:57:32,2025-10-23 03:57:39
240,Greenhouse Labourer,Onos Greenhouses Ltd,"Rosedale, BC",$18–$19 an hour,Full-time,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DtJx51snyoGppwlJJDa4Z9y4CN2Xn8aEFJwLb2PDgFjFdpjXuJDJ2LTJ_U596WXxvRQrRgTD64UIvQhyxh2vPVs8G2dd_Smuah5tt3JcM5WdhwAwii-BJKiI7prHb768EYW1cGPd3AjG1GH5DpsnlxUr50IADjnUIIf_VQpHx2xrAFCuhh5dV2qh3aSZCxiQ267YwtvWjF4zN0p3uRS3-5wtKQGhBnEMIz6sS8rHKHQF3crVn4YBJrH3H7GhjIDZAkiYNdE2V7B1OP-DGmBXjV4zVhKhmIT-a--_DWv4MYiT36An21rLra1mC0ysZXOq5hPmNXqZVYCGIToEhAdbEwIqtk-qFUeLwO4JHVniac5aBxMCBrdpbFcs10tg_ME2dAKGa43ZnKleYHJQ_FnIudXodqvmuJYKIdzWmBjP4thKSzxTGv6GGA4lhz_SwMBDcfKfWRtWAQGORCFRuoGXxt-WOlDoHMmDVQJK5yqdAQ4apS1HivC3y1usydHggel1oh01f3KpMG2QvL_jDgXtO8FecXUZUYXP5r2NpIIsFxGpLEfNjbWNMgwxlpCjP2cMayhCQv7xRI6vEntBat6uxFvIzxajCiTs7tVFNBioG-lxMvLRHLXEQ7AfPFowMunGpPeLhODfxt8Q==&xkcb=SoDM6_M3rHu6sSwySh0FbzkdCdPP&camk=ethIe0s0hec8Xbp6QHntww==&p=14&fvj=0&vjs=3,Description snippet not available,2025-10-22 21:57:39,2025-10-23 03:57:39
263,Dishwasher,Nita Lake Lodge,"Whistler, BC",$21 an hour,Full-time,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CY3WucIaPbvcqL7xDc3q_pEF8-DqYDSfQDaukxZluI52pY_4BFQqIjy4GJ9tpDVOWQLygM-qOp862RKM3q6cyQ8tlezVE5fhU8UKeP2-SIkj2-Ek1ylBXc_YEwcBzr8aUhvYnq2t25QhfdQWKOTRyFJ4BPsJ4rMDJBZ0Qst8mlIh95jkg4KvpVGEkGNJ4vzWUVUG8eL7tbGz-U2f2BZ2Nqv41DjVeXGXM-xpgAZjAvbf28xEByE7r_SvdbvwmhczVRVdbIoJhYkicmMl9H53AjORifpbWawZYfvsg8sbrXi_jYEHLOu9mlwK80ubkuIo7qak9izs3Yegik5PqCWMVy2xw6ETHVPwykWIAYVKfRLSEYsP91yD4lWYOXdFjzkXYbs9Fkku9Wx6AY8HNLxkZPmHgFfoNJPkDSbBeRDhORHFQOjsg1nnlS15zNJPw2XwL1sOJgkZUN50yDvGVPb_PB-nO5Afav5Sj_Gn9nQQ_2yrSH1ZH6Na4R99_EYe-gHfxZQkotIK_ZmB8Tg_ISjVc5FJ4navyZgTD77Pt4rI6pGlIVoxkpapBsuSYnD9XLMubYNx1T8A4Tix0g4FLZmblcRvDZHSmqyy1sTqw7Sr4QPAfflUKN7vnaOcFKWC2peiUXkWaZUhBHnZhV9htOoQLB&xkcb=SoCF6_M3rHu0z2SJ5J0MbzkdCdPP&camk=nUmJqO2E8rgdnco3GwQvDQ==&p=7&fvj=0&vjs=3,View similar jobs with this employer,2025-10-22 21:58:17,2025-10-23 03:58:24
267,factory cleaner,Sun-Rype,"Kelowna, BC V1Y 2W4",$30.63–$32.63 an hour,Not specified,https://ca.indeed.com/rc/clk?jk=6fcf1d25f7c975de&bb=zJL-6AcF7BYGL29ozftFGMFZC7vcnlWGnZZYL-eHvtau1uwc2iV9z5vy3mw0m96GSRpK6j328v1EvsiW2w_x4qlyPKpSRisvxybkKOs2KBH2rY1RxnPa1mUYI_wnks8z&xkcb=SoAF67M3rHu0z2SJ5J0AbzkdCdPP&fccid=3f796c693d64aa9e&vjs=3,Description snippet not available,2025-10-22 21:58:22,2025-10-23 03:58:24
268,egg packer - farm,Four Corners Poultry,"Staffa, ON",$23 an hour,Full-time,https://ca.indeed.com/rc/clk?jk=32b85e89aa334e7c&bb=zJL-6AcF7BYGL29ozftFGLXd-NVep2usU0JLDOkp8gefaDiKQXrYadIZXmPUxiMOMcmBCvvWSwQVJHR7cAxs5ZzjStLH_2Q0vq44wlsOnW2ZvMI8-ETLP2_1cbbLE0pF&xkcb=SoCL67M3rHu0z2SJ5J0HbzkdCdPP&fccid=79627dba8e11da6a&vjs=3,Description snippet not available,2025-10-22 21:58:22,2025-10-23 03:58:24
269,warehouse keeper helper,Budget Furniture land,"Surrey, BC V3W 6Y2",$20.50 an hour,Full-time,https://ca.indeed.com/rc/clk?jk=f3f5341c7218c69f&bb=zJL-6AcF7BYGL29ozftFGKabgumRntmQH6L-YPV7FYiuNyAviDHEQxkgQoqLX1v9IZ6sJmNomRGUdHDK9llUkYPJ-Nk-eI_DL6OkxreQNxFa4QuIl0gBPNRjEnTT7nWF&xkcb=SoA_67M3rHu0z2SJ5J0GbzkdCdPP&fccid=2e635168a5b6c5f6&vjs=3,Description snippet not available,2025-10-22 21:58:22,2025-10-23 03:58:24
270,"farm worker, fruit",Brambleberry Farm Inc.,"Wooler, ON",$17.60 an hour,Full-time,https://ca.indeed.com/rc/clk?jk=eac63bd7109a2327&bb=zJL-6AcF7BYGL29ozftFGKDhpWvD1QkJXZ8s3vF6KtiEfFlObGsJOe_DwviSlqrkk20cSyqUZa9wJHIQEzQCA3x_MwJZmaUZbsL1D7_rFK20_YXyFirWmXmpH-G_RmmB&xkcb=SoCi67M3rHu0z2SJ5J0FbzkdCdPP&fccid=aa308338782866d8&vjs=3,Description snippet not available,2025-10-22 21:58:24,2025-10-23 03:58:24
